annee;id_zone;id_quartier;nom_quartier;ref;max;min
2022;11;43;Roquette;20.4;24.48;14.28
2022;1;27;Ecole-Militaire;27.5;33.0;19.25
2022;2;1;St-Germain-l'Auxerrois;26.2;31.44;18.34
2022;2;1;St-Germain-l'Auxerrois;27.7;33.24;19.39
2022;5;38;Porte-Saint-Denis;23.9;28.68;16.73
2022;4;14;Saint-Gervais;25.5;30.6;17.85
2022;5;2;Halles;23.2;27.84;16.24
2022;8;57;Saint-Lambert;26.1;31.32;18.27
2022;5;38;Porte-Saint-Denis;20.4;24.48;14.28
2022;14;79;Père-Lachaise;23.9;28.68;16.73
2022;2;3;Palais-Royal;28.5;34.2;19.95
2022;2;5;Gaillon;29.5;35.4;20.65
2022;3;63;Porte-Dauphine;30.3;36.36;21.21
2022;9;70;Clignancourt;19.5;23.4;13.65
2022;3;64;Chaillot;26.9;32.28;18.83
2022;13;75;Amérique;19.2;23.04;13.44
2022;1;27;Ecole-Militaire;28.3;33.96;19.81
2022;13;80;Charonne;17.6;21.12;12.32
2022;5;53;Montparnasse;33.8;40.56;23.66
2022;2;1;St-Germain-l'Auxerrois;29.9;35.88;20.93
2022;4;19;Val-de-Grace;25.5;30.6;17.85
2022;2;21;Monnaie;27.0;32.4;18.9
2022;13;80;Charonne;18.4;22.08;12.88
2022;11;40;Hôpital-Saint-Louis;26.6;31.92;18.62
2022;4;10;Enfants-Rouges;26.1;31.32;18.27
2022;6;65;Ternes;23.7;28.44;16.59
2022;2;31;Madeleine;22.6;27.12;15.82
2022;4;11;Archives;25.7;30.84;17.99
2022;4;11;Archives;36.0;43.2;25.2
2022;4;9;Arts-et-Metiers;28.3;33.96;19.81
2022;7;61;Auteuil;30.3;36.36;21.21
2022;4;14;Saint-Gervais;36.0;43.2;25.2
2022;1;23;Notre-Dame-des-Champs;32.5;39.0;22.75
2022;6;58;Necker;30.9;37.08;21.63
2022;11;48;Quinze-Vingts;26.4;31.68;18.48
2022;11;48;Quinze-Vingts;20.4;24.48;14.28
2022;11;43;Roquette;21.6;25.92;15.12
2022;6;58;Necker;27.3;32.76;19.11
2022;2;3;Palais-Royal;35.9;43.08;25.13
2022;11;41;Folie-Méricourt;19.5;23.4;13.65
2022;3;64;Chaillot;29.1;34.92;20.37
2022;10;55;Petit-Montrouge;29.2;35.04;20.44
2022;3;63;Porte-Dauphine;29.7;35.64;20.79
2022;4;7;Mail;24.7;29.64;17.29
2022;10;44;Sainte-Marguerite;23.1;27.72;16.17
2022;5;33;Saint-Georges;23.2;27.84;16.24
2022;5;52;Croulebarbe;22.8;27.36;15.96
2022;1;28;Gros-Caillou;28.8;34.56;20.16
2022;5;36;Rochechouart;30.9;37.08;21.63
2022;4;8;Bonne-Nouvelle;27.8;33.36;19.46
2022;2;34;Chaussée-d'Antin;29.9;35.88;20.93
2022;5;52;Croulebarbe;23.9;28.68;16.73
2022;11;68;Epinettes;24.3;29.16;17.01
2022;10;67;Batignolles;23.4;28.08;16.38
2022;5;52;Croulebarbe;25.8;30.96;18.06
2022;5;2;Halles;26.2;31.44;18.34
2022;14;79;Père-Lachaise;17.6;21.12;12.32
2022;11;41;Folie-Méricourt;21.9;26.28;15.33
2022;5;52;Croulebarbe;23.6;28.32;16.52
2022;6;58;Necker;23.7;28.44;16.59
2022;3;63;Porte-Dauphine;26.1;31.32;18.27
2022;2;4;Place-Vendôme;31.7;38.04;22.19
2022;9;69;Grandes-Carrières;19.5;23.4;13.65
2022;5;52;Croulebarbe;23.4;28.08;16.38
2022;11;41;Folie-Méricourt;29.7;35.64;20.79
2022;6;65;Ternes;29.3;35.16;20.51
2022;10;49;Salpêtrière;21.7;26.04;15.19
2022;4;6;Vivienne;24.8;29.76;17.36
2022;13;72;La Chapelle;20.7;24.84;14.49
2022;14;45;Bel-Air;21.9;26.28;15.33
2022;13;75;Amérique;23.4;28.08;16.38
2022;9;70;Clignancourt;22.2;26.64;15.54
2022;2;4;Place-Vendôme;26.2;31.44;18.34
2022;1;23;Notre-Dame-des-Champs;37.1;44.52;25.97
2022;2;29;Champs-Elysées;22.6;27.12;15.82
2022;13;78;Saint-Fargeau;22.8;27.36;15.96
2022;14;79;Père-Lachaise;28.1;33.72;19.67
2022;2;34;Chaussée-d'Antin;32.9;39.48;23.03
2022;14;79;Père-Lachaise;21.9;26.28;15.33
2022;4;8;Bonne-Nouvelle;23.5;28.2;16.45
2022;14;79;Père-Lachaise;24.2;29.04;16.94
2022;3;63;Porte-Dauphine;29.1;34.92;20.37
2022;1;23;Notre-Dame-des-Champs;30.6;36.72;21.42
2022;7;61;Auteuil;21.6;25.92;15.12
2022;3;63;Porte-Dauphine;29.6;35.52;20.72
2022;2;15;Arsenal;29.2;35.04;20.44
2022;2;13;Saint-Merri;32.9;39.48;23.03
2022;10;44;Sainte-Marguerite;25.1;30.12;17.57
2022;13;74;Pont-de-Flandre;14.3;17.16;10.01
2022;13;74;Pont-de-Flandre;14.5;17.4;10.15
2022;13;50;Gare;27.5;33.0;19.25
2022;5;33;Saint-Georges;23.8;28.56;16.66
2022;10;55;Petit-Montrouge;24.4;29.28;17.08
2022;4;19;Val-de-Grace;32.0;38.4;22.4
2022;2;4;Place-Vendôme;37.6;45.12;26.32
2022;2;15;Arsenal;25.8;30.96;18.06
2022;1;27;Ecole-Militaire;27.2;32.64;19.04
2022;4;17;Saint-Victor;28.3;33.96;19.81
2022;5;35;Faubourg-Montmartre;22.8;27.36;15.96
2022;9;46;Picpus;22.7;27.24;15.89
2022;2;13;Saint-Merri;25.3;30.36;17.71
2022;11;39;Porte-Saint-Martin;29.7;35.64;20.79
2022;10;55;Petit-Montrouge;28.5;34.2;19.95
2022;3;64;Chaillot;25.0;30.0;17.5
2022;11;41;Folie-Méricourt;22.6;27.12;15.82
2022;4;10;Enfants-Rouges;32.1;38.52;22.47
2022;13;72;La Chapelle;25.5;30.6;17.85
2022;2;4;Place-Vendôme;30.4;36.48;21.28
2022;11;77;Belleville;32.4;38.88;22.68
2022;2;31;Madeleine;31.7;38.04;22.19
2022;10;67;Batignolles;21.7;26.04;15.19
2022;9;46;Picpus;24.5;29.4;17.15
2022;2;16;Notre-Dame;22.2;26.64;15.54
2022;14;45;Bel-Air;22.6;27.12;15.82
2022;11;68;Epinettes;32.4;38.88;22.68
2022;13;74;Pont-de-Flandre;20.3;24.36;14.21
2022;1;25;Saint-Thomas-d'Aquin;31.3;37.56;21.91
2022;5;2;Halles;24.5;29.4;17.15
2022;1;28;Gros-Caillou;34.7;41.64;24.29
2022;11;77;Belleville;24.3;29.16;17.01
2022;4;10;Enfants-Rouges;26.0;31.2;18.2
2022;11;40;Hôpital-Saint-Louis;24.4;29.28;17.08
2022;13;80;Charonne;16.8;20.16;11.76
2022;5;38;Porte-Saint-Denis;27.5;33.0;19.25
2022;11;68;Epinettes;26.7;32.04;18.69
2022;2;3;Palais-Royal;25.8;30.96;18.06
2022;1;26;Invalides;26.4;31.68;18.48
2022;13;73;Villette;19.2;23.04;13.44
2022;11;71;Goutte-d'Or;22.6;27.12;15.82
2022;1;23;Notre-Dame-des-Champs;31.3;37.56;21.91
2022;1;23;Notre-Dame-des-Champs;32.4;38.88;22.68
2022;4;20;Sorbonne;31.8;38.16;22.26
2022;11;77;Belleville;23.0;27.6;16.1
2022;11;39;Porte-Saint-Martin;24.3;29.16;17.01
2022;4;20;Sorbonne;23.2;27.84;16.24
2022;5;38;Porte-Saint-Denis;28.9;34.68;20.23
2022;3;62;Muette;26.1;31.32;18.27
2022;11;54;Parc-de-Montsouris;20.4;24.48;14.28
2022;13;50;Gare;30.0;36.0;21.0
2022;4;9;Arts-et-Metiers;27.8;33.36;19.46
2022;4;12;Sainte-Avoie;26.1;31.32;18.27
2022;6;66;Plaine de Monceaux;28.5;34.2;19.95
2022;13;78;Saint-Fargeau;17.6;21.12;12.32
2022;2;31;Madeleine;35.7;42.84;24.99
2022;3;63;Porte-Dauphine;26.3;31.56;18.41
2022;4;12;Sainte-Avoie;34.7;41.64;24.29
2022;11;54;Parc-de-Montsouris;28.2;33.84;19.74
2022;12;51;Maison-Blanche;24.5;29.4;17.15
2022;10;55;Petit-Montrouge;21.7;26.04;15.19
2022;13;72;La Chapelle;19.4;23.28;13.58
2022;2;21;Monnaie;25.3;30.36;17.71
2022;13;73;Villette;14.3;17.16;10.01
2022;11;39;Porte-Saint-Martin;24.7;29.64;17.29
2022;9;46;Picpus;23.1;27.72;16.17
2022;5;52;Croulebarbe;31.8;38.16;22.26
2022;14;47;Bercy;23.9;28.68;16.73
2022;13;72;La Chapelle;26.3;31.56;18.41
2022;13;74;Pont-de-Flandre;30.0;36.0;21.0
2022;7;59;Grenelle;26.0;31.2;18.2
2022;4;17;Saint-Victor;24.7;29.64;17.29
2022;5;52;Croulebarbe;22.2;26.64;15.54
2022;11;48;Quinze-Vingts;28.2;33.84;19.74
2022;4;17;Saint-Victor;23.1;27.72;16.17
2022;7;59;Grenelle;27.8;33.36;19.46
2022;2;13;Saint-Merri;30.4;36.48;21.28
2022;5;37;Saint-Vincent-de-Paul;21.2;25.44;14.84
2022;11;48;Quinze-Vingts;26.7;32.04;18.69
2022;10;49;Salpêtrière;24.6;29.52;17.22
2022;2;29;Champs-Elysées;29.9;35.88;20.93
2022;5;38;Porte-Saint-Denis;26.8;32.16;18.76
2022;2;30;Faubourg-du-Roule;27.7;33.24;19.39
2022;13;50;Gare;22.7;27.24;15.89
2022;2;3;Palais-Royal;29.0;34.8;20.3
2022;2;15;Arsenal;22.2;26.64;15.54
2022;10;18;Jardin-des-Plantes;24.4;29.28;17.08
2022;10;67;Batignolles;24.3;29.16;17.01
2022;13;75;Amérique;26.3;31.56;18.41
2022;3;62;Muette;24.3;29.16;17.01
2022;5;36;Rochechouart;23.0;27.6;16.1
2022;11;40;Hôpital-Saint-Louis;22.4;26.88;15.68
2022;1;27;Ecole-Militaire;32.4;38.88;22.68
2022;13;72;La Chapelle;24.0;28.8;16.8
2022;7;59;Grenelle;27.1;32.52;18.97
2022;2;15;Arsenal;35.7;42.84;24.99
2022;2;31;Madeleine;25.0;30.0;17.5
2022;2;22;Odeon;25.3;30.36;17.71
2022;4;8;Bonne-Nouvelle;23.2;27.84;16.24
2022;2;34;Chaussée-d'Antin;29.0;34.8;20.3
2022;1;23;Notre-Dame-des-Champs;27.2;32.64;19.04
2022;11;48;Quinze-Vingts;29.7;35.64;20.79
2022;13;74;Pont-de-Flandre;16.1;19.32;11.27
2022;4;10;Enfants-Rouges;27.9;33.48;19.53
2022;5;36;Rochechouart;20.4;24.48;14.28
2022;1;28;Gros-Caillou;30.6;36.72;21.42
2022;3;63;Porte-Dauphine;26.9;32.28;18.83
2022;4;14;Saint-Gervais;23.5;28.2;16.45
2022;2;16;Notre-Dame;30.5;36.6;21.35
2022;13;78;Saint-Fargeau;21.3;25.56;14.91
2022;11;43;Roquette;29.7;35.64;20.79
2022;5;36;Rochechouart;25.7;30.84;17.99
2022;14;45;Bel-Air;19.5;23.4;13.65
2022;2;1;St-Germain-l'Auxerrois;23.4;28.08;16.38
2022;5;35;Faubourg-Montmartre;26.3;31.56;18.41
2022;10;44;Sainte-Marguerite;22.3;26.76;15.61
2022;14;47;Bercy;21.9;26.28;15.33
2022;4;17;Saint-Victor;34.9;41.88;24.43
2022;6;58;Necker;26.7;32.04;18.69
2022;13;75;Amérique;18.4;22.08;12.88
2022;3;62;Muette;29.6;35.52;20.72
2022;4;19;Val-de-Grace;31.0;37.2;21.7
2022;4;17;Saint-Victor;23.5;28.2;16.45
2022;11;71;Goutte-d'Or;24.3;29.16;17.01
2022;11;48;Quinze-Vingts;22.6;27.12;15.82
2022;4;8;Bonne-Nouvelle;26.3;31.56;18.41
2022;2;21;Monnaie;25.8;30.96;18.06
2022;4;7;Mail;23.1;27.72;16.17
2022;2;34;Chaussée-d'Antin;30.5;36.6;21.35
2022;14;47;Bercy;25.0;30.0;17.5
2022;10;49;Salpêtrière;25.2;30.24;17.64
2022;6;66;Plaine de Monceaux;25.3;30.36;17.71
2022;13;73;Villette;27.5;33.0;19.25
2022;11;48;Quinze-Vingts;24.6;29.52;17.22
2022;2;31;Madeleine;26.2;31.44;18.34
2022;5;37;Saint-Vincent-de-Paul;22.8;27.36;15.96
2022;5;53;Montparnasse;25.8;30.96;18.06
2022;4;7;Mail;23.2;27.84;16.24
2022;7;60;Javel 15Art;26.0;31.2;18.2
2022;4;9;Arts-et-Metiers;31.8;38.16;22.26
2022;14;45;Bel-Air;23.5;28.2;16.45
2022;2;16;Notre-Dame;26.3;31.56;18.41
2022;3;62;Muette;29.1;34.92;20.37
2022;6;66;Plaine de Monceaux;26.9;32.28;18.83
2022;11;41;Folie-Méricourt;19.9;23.88;13.93
2022;5;38;Porte-Saint-Denis;21.8;26.16;15.26
2022;4;9;Arts-et-Metiers;28.9;34.68;20.23
2022;10;67;Batignolles;33.3;39.96;23.31
2022;1;26;Invalides;25.1;30.12;17.57
2022;11;68;Epinettes;27.5;33.0;19.25
2022;13;72;La Chapelle;14.5;17.4;10.15
2022;4;19;Val-de-Grace;23.5;28.2;16.45
2022;13;72;La Chapelle;21.3;25.56;14.91
2022;2;5;Gaillon;27.1;32.52;18.97
2022;5;33;Saint-Georges;28.3;33.96;19.81
2022;4;6;Vivienne;23.2;27.84;16.24
2022;4;19;Val-de-Grace;23.1;27.72;16.17
2022;11;40;Hôpital-Saint-Louis;28.2;33.84;19.74
2022;3;32;Europe;26.9;32.28;18.83
2022;2;1;St-Germain-l'Auxerrois;25.3;30.36;17.71
2022;1;23;Notre-Dame-des-Champs;33.0;39.6;23.1
2022;4;14;Saint-Gervais;25.7;30.84;17.99
2022;1;26;Invalides;32.5;39.0;22.75
2022;7;61;Auteuil;24.7;29.64;17.29
2022;11;40;Hôpital-Saint-Louis;19.5;23.4;13.65
2022;2;21;Monnaie;26.3;31.56;18.41
2022;10;49;Salpêtrière;28.4;34.08;19.88
2022;10;49;Salpêtrière;28.1;33.72;19.67
2022;13;72;La Chapelle;30.0;36.0;21.0
2022;2;24;Saint-Germain-des-Prés;35.9;43.08;25.13
2022;4;14;Saint-Gervais;26.3;31.56;18.41
2022;4;6;Vivienne;30.8;36.96;21.56
2022;2;5;Gaillon;29.9;35.88;20.93
2022;5;53;Montparnasse;26.8;32.16;18.76
2022;13;72;La Chapelle;20.7;24.84;14.49
2022;4;8;Bonne-Nouvelle;26.4;31.68;18.48
2022;1;23;Notre-Dame-des-Champs;37.6;45.12;26.32
2022;9;46;Picpus;24.8;29.76;17.36
2022;14;45;Bel-Air;21.2;25.44;14.84
2022;5;37;Saint-Vincent-de-Paul;26.3;31.56;18.41
2022;10;42;Saint-Ambroise;24.6;29.52;17.22
2022;14;76;Combat;26.1;31.32;18.27
2022;1;23;Notre-Dame-des-Champs;27.7;33.24;19.39
2022;9;69;Grandes-Carrières;25.5;30.6;17.85
2022;2;4;Place-Vendôme;35.9;43.08;25.13
2022;4;19;Val-de-Grace;26.3;31.56;18.41
2022;12;56;Plaisance;25.4;30.48;17.78
2022;1;28;Gros-Caillou;28.9;34.68;20.23
2022;11;71;Goutte-d'Or;26.4;31.68;18.48
2022;2;1;St-Germain-l'Auxerrois;26.6;31.92;18.62
2022;4;6;Vivienne;27.8;33.36;19.46
2022;9;69;Grandes-Carrières;22.7;27.24;15.89
2022;10;67;Batignolles;25.1;30.12;17.57
2022;2;16;Notre-Dame;26.6;31.92;18.62
2022;5;37;Saint-Vincent-de-Paul;26.2;31.44;18.34
2022;11;71;Goutte-d'Or;19.5;23.4;13.65
2022;5;36;Rochechouart;26.3;31.56;18.41
2022;11;68;Epinettes;24.4;29.28;17.08
2022;7;60;Javel 15Art;26.8;32.16;18.76
2022;2;34;Chaussée-d'Antin;26.6;31.92;18.62
2022;5;52;Croulebarbe;28.2;33.84;19.74
2022;10;67;Batignolles;26.0;31.2;18.2
2022;11;77;Belleville;21.6;25.92;15.12
2022;2;16;Notre-Dame;27.7;33.24;19.39
2022;2;15;Arsenal;29.0;34.8;20.3
2022;2;22;Odeon;29.0;34.8;20.3
2022;4;17;Saint-Victor;26.1;31.32;18.27
2022;6;58;Necker;25.2;30.24;17.64
2022;5;35;Faubourg-Montmartre;26.8;32.16;18.76
2022;7;59;Grenelle;24.0;28.8;16.8
2022;5;52;Croulebarbe;23.0;27.6;16.1
2022;11;54;Parc-de-Montsouris;27.8;33.36;19.46
2022;3;63;Porte-Dauphine;29.4;35.28;20.58
2022;1;27;Ecole-Militaire;30.8;36.96;21.56
2022;6;65;Ternes;27.5;33.0;19.25
2022;2;5;Gaillon;29.0;34.8;20.3
2022;5;2;Halles;22.8;27.36;15.96
2022;4;11;Archives;34.9;41.88;24.43
2022;13;50;Gare;16.8;20.16;11.76
2022;1;26;Invalides;33.9;40.68;23.73
2022;13;73;Villette;22.7;27.24;15.89
2022;11;77;Belleville;26.6;31.92;18.62
2022;7;61;Auteuil;22.1;26.52;15.47
2022;2;1;St-Germain-l'Auxerrois;31.2;37.44;21.84
2022;11;40;Hôpital-Saint-Louis;32.4;38.88;22.68
2022;13;80;Charonne;18.9;22.68;13.23
2022;3;62;Muette;27.8;33.36;19.46
2022;2;30;Faubourg-du-Roule;31.7;38.04;22.19
2022;3;63;Porte-Dauphine;24.9;29.88;17.43
2022;6;66;Plaine de Monceaux;28.6;34.32;20.02
2022;1;27;Ecole-Militaire;33.4;40.08;23.38
2022;4;8;Bonne-Nouvelle;31.0;37.2;21.7
2022;2;22;Odeon;26.6;31.92;18.62
2022;10;18;Jardin-des-Plantes;25.0;30.0;17.5
2022;4;11;Archives;23.4;28.08;16.38
2022;13;75;Amérique;27.5;33.0;19.25
2022;2;24;Saint-Germain-des-Prés;25.3;30.36;17.71
2022;13;50;Gare;17.1;20.52;11.97
2022;2;1;St-Germain-l'Auxerrois;29.5;35.4;20.65
2022;3;32;Europe;24.8;29.76;17.36
2022;10;18;Jardin-des-Plantes;29.6;35.52;20.72
2022;4;12;Sainte-Avoie;23.4;28.08;16.38
2022;9;69;Grandes-Carrières;22.0;26.4;15.4
2022;11;54;Parc-de-Montsouris;32.4;38.88;22.68
2022;10;55;Petit-Montrouge;22.4;26.88;15.68
2022;13;50;Gare;23.3;27.96;16.31
2022;13;78;Saint-Fargeau;26.7;32.04;18.69
2022;11;54;Parc-de-Montsouris;25.1;30.12;17.57
2022;3;63;Porte-Dauphine;24.7;29.64;17.29
2022;5;38;Porte-Saint-Denis;30.0;36.0;21.0
2022;4;11;Archives;24.7;29.64;17.29
2022;10;42;Saint-Ambroise;25.1;30.12;17.57
2022;11;39;Porte-Saint-Martin;21.9;26.28;15.33
2022;11;41;Folie-Méricourt;23.6;28.32;16.52
2022;2;5;Gaillon;27.0;32.4;18.9
2022;13;50;Gare;19.8;23.76;13.86
2022;2;24;Saint-Germain-des-Prés;29.5;35.4;20.65
2022;6;65;Ternes;27.2;32.64;19.04
2022;2;4;Place-Vendôme;25.0;30.0;17.5
2022;1;26;Invalides;24.4;29.28;17.08
2022;4;19;Val-de-Grace;26.4;31.68;18.48
2022;4;19;Val-de-Grace;26.1;31.32;18.27
2022;1;26;Invalides;28.9;34.68;20.23
2022;13;74;Pont-de-Flandre;18.8;22.56;13.16
2022;4;10;Enfants-Rouges;23.1;27.72;16.17
2022;4;20;Sorbonne;23.5;28.2;16.45
2022;5;36;Rochechouart;23.2;27.84;16.24
2022;1;26;Invalides;31.3;37.56;21.91
2022;10;18;Jardin-des-Plantes;25.2;30.24;17.64
2022;2;4;Place-Vendôme;23.4;28.08;16.38
2022;5;36;Rochechouart;28.2;33.84;19.74
2022;3;64;Chaillot;24.8;29.76;17.36
2022;14;45;Bel-Air;23.2;27.84;16.24
2022;5;33;Saint-Georges;23.6;28.32;16.52
2022;2;4;Place-Vendôme;29.0;34.8;20.3
2022;4;20;Sorbonne;24.7;29.64;17.29
2022;3;64;Chaillot;24.3;29.16;17.01
2022;11;43;Roquette;23.6;28.32;16.52
2022;11;40;Hôpital-Saint-Louis;28.8;34.56;20.16
2022;10;55;Petit-Montrouge;25.2;30.24;17.64
2022;6;65;Ternes;29.4;35.28;20.58
2022;14;76;Combat;23.9;28.68;16.73
2022;5;37;Saint-Vincent-de-Paul;28.2;33.84;19.74
2022;5;36;Rochechouart;32.5;39.0;22.75
2022;2;13;Saint-Merri;23.4;28.08;16.38
2022;5;38;Porte-Saint-Denis;22.8;27.36;15.96
2022;8;57;Saint-Lambert;27.5;33.0;19.25
2022;2;29;Champs-Elysées;25.0;30.0;17.5
2022;5;33;Saint-Georges;22.8;27.36;15.96
2022;4;6;Vivienne;36.0;43.2;25.2
2022;13;73;Villette;18.4;22.08;12.88
2022;2;30;Faubourg-du-Roule;25.8;30.96;18.06
2022;12;51;Maison-Blanche;25.7;30.84;17.99
2022;5;36;Rochechouart;25.1;30.12;17.57
2022;10;55;Petit-Montrouge;25.1;30.12;17.57
2022;13;74;Pont-de-Flandre;17.6;21.12;12.32
2022;5;35;Faubourg-Montmartre;33.8;40.56;23.66
2022;4;8;Bonne-Nouvelle;26.1;31.32;18.27
2022;2;29;Champs-Elysées;31.7;38.04;22.19
2022;2;15;Arsenal;27.7;33.24;19.39
2022;6;58;Necker;25.3;30.36;17.71
2022;1;23;Notre-Dame-des-Champs;30.6;36.72;21.42
2022;2;13;Saint-Merri;35.9;43.08;25.13
2022;13;73;Villette;24.4;29.28;17.08
2022;13;50;Gare;21.8;26.16;15.26
2022;11;48;Quinze-Vingts;27.8;33.36;19.46
2022;2;13;Saint-Merri;26.3;31.56;18.41
2022;1;27;Ecole-Militaire;32.5;39.0;22.75
2022;14;79;Père-Lachaise;25.0;30.0;17.5
2022;7;59;Grenelle;24.7;29.64;17.29
2022;2;5;Gaillon;26.3;31.56;18.41
2022;10;42;Saint-Ambroise;25.2;30.24;17.64
2022;1;27;Ecole-Militaire;31.8;38.16;22.26
2022;1;27;Ecole-Militaire;34.7;41.64;24.29
2022;4;9;Arts-et-Metiers;26.0;31.2;18.2
2022;7;59;Grenelle;29.0;34.8;20.3
2022;14;76;Combat;23.9;28.68;16.73
2022;9;70;Clignancourt;24.6;29.52;17.22
2022;2;15;Arsenal;29.9;35.88;20.93
2022;9;69;Grandes-Carrières;21.9;26.28;15.33
2022;9;70;Clignancourt;17.3;20.76;12.11
2022;4;12;Sainte-Avoie;32.0;38.4;22.4
2022;10;42;Saint-Ambroise;21.6;25.92;15.12
2022;11;68;Epinettes;21.6;25.92;15.12
2022;2;13;Saint-Merri;35.7;42.84;24.99
2022;9;69;Grandes-Carrières;22.8;27.36;15.96
2022;2;4;Place-Vendôme;28.5;34.2;19.95
2022;2;13;Saint-Merri;31.9;38.28;22.33
2022;2;31;Madeleine;27.0;32.4;18.9
2022;2;22;Odeon;31.7;38.04;22.19
2022;4;12;Sainte-Avoie;28.3;33.96;19.81
2022;6;66;Plaine de Monceaux;26.7;32.04;18.69
2022;11;48;Quinze-Vingts;27.5;33.0;19.25
2022;2;15;Arsenal;30.4;36.48;21.28
2022;5;52;Croulebarbe;26.3;31.56;18.41
2022;2;22;Odeon;35.9;43.08;25.13
2022;1;26;Invalides;32.5;39.0;22.75
2022;10;49;Salpêtrière;22.4;26.88;15.68
2022;4;20;Sorbonne;31.0;37.2;21.7
2022;4;20;Sorbonne;26.1;31.32;18.27
2022;10;44;Sainte-Marguerite;20.4;24.48;14.28
2022;4;17;Saint-Victor;31.8;38.16;22.26
2022;13;80;Charonne;24.0;28.8;16.8
2022;2;34;Chaussée-d'Antin;27.1;32.52;18.97
2022;4;9;Arts-et-Metiers;24.7;29.64;17.29
2022;13;50;Gare;19.2;23.04;13.44
2022;13;74;Pont-de-Flandre;26.3;31.56;18.41
2022;4;20;Sorbonne;28.3;33.96;19.81
2022;2;15;Arsenal;29.5;35.4;20.65
2022;14;47;Bercy;26.4;31.68;18.48
2022;14;45;Bel-Air;20.1;24.12;14.07
2022;7;61;Auteuil;26.0;31.2;18.2
2022;4;10;Enfants-Rouges;25.5;30.6;17.85
2022;2;30;Faubourg-du-Roule;32.6;39.12;22.82
2022;2;16;Notre-Dame;26.2;31.44;18.34
2022;5;35;Faubourg-Montmartre;25.1;30.12;17.57
2022;5;36;Rochechouart;33.8;40.56;23.66
2022;2;22;Odeon;32.6;39.12;22.82
2022;7;61;Auteuil;30.5;36.6;21.35
2022;7;61;Auteuil;25.8;30.96;18.06
2022;14;79;Père-Lachaise;23.2;27.84;16.24
2022;13;75;Amérique;25.5;30.6;17.85
2022;11;54;Parc-de-Montsouris;19.9;23.88;13.93
2022;5;52;Croulebarbe;33.8;40.56;23.66
2022;2;30;Faubourg-du-Roule;27.0;32.4;18.9
2022;2;13;Saint-Merri;30.5;36.6;21.35
2022;2;29;Champs-Elysées;33.4;40.08;23.38
2022;5;53;Montparnasse;24.5;29.4;17.15
2022;14;45;Bel-Air;23.3;27.96;16.31
2022;10;18;Jardin-des-Plantes;25.2;30.24;17.64
2022;2;5;Gaillon;31.9;38.28;22.33
2022;9;69;Grandes-Carrières;29.4;35.28;20.58
2022;6;58;Necker;24.3;29.16;17.01
2022;7;61;Auteuil;28.0;33.6;19.6
2022;4;12;Sainte-Avoie;25.5;30.6;17.85
2022;4;10;Enfants-Rouges;23.2;27.84;16.24
2022;14;47;Bercy;28.8;34.56;20.16
2022;5;36;Rochechouart;21.0;25.2;14.7
2022;2;34;Chaussée-d'Antin;27.0;32.4;18.9
2022;4;19;Val-de-Grace;26.4;31.68;18.48
2022;13;50;Gare;19.4;23.28;13.58
2022;11;39;Porte-Saint-Martin;26.7;32.04;18.69
2022;11;40;Hôpital-Saint-Louis;23.7;28.44;16.59
2022;10;44;Sainte-Marguerite;28.4;34.08;19.88
2022;2;29;Champs-Elysées;23.4;28.08;16.38
2022;7;59;Grenelle;23.7;28.44;16.59
2022;7;60;Javel 15Art;24.7;29.64;17.29
2022;2;30;Faubourg-du-Roule;31.2;37.44;21.84
2022;14;47;Bercy;26.8;32.16;18.76
2022;4;11;Archives;28.9;34.68;20.23
2022;4;20;Sorbonne;28.5;34.2;19.95
2022;2;4;Place-Vendôme;31.2;37.44;21.84
2022;13;73;Villette;16.1;19.32;11.27
2022;5;2;Halles;28.3;33.96;19.81
2022;9;69;Grandes-Carrières;25.0;30.0;17.5
2022;10;55;Petit-Montrouge;25.3;30.36;17.71
2022;7;60;Javel 15Art;26.9;32.28;18.83
2022;4;19;Val-de-Grace;23.2;27.84;16.24
2022;4;10;Enfants-Rouges;31.0;37.2;21.7
2022;14;76;Combat;21.9;26.28;15.33
2022;11;43;Roquette;23.4;28.08;16.38
2022;2;34;Chaussée-d'Antin;37.6;45.12;26.32
2022;2;29;Champs-Elysées;32.6;39.12;22.82
2022;7;59;Grenelle;28.0;33.6;19.6
2022;10;18;Jardin-des-Plantes;24.6;29.52;17.22
2022;7;61;Auteuil;24.3;29.16;17.01
2022;2;30;Faubourg-du-Roule;28.5;34.2;19.95
2022;4;8;Bonne-Nouvelle;32.1;38.52;22.47
2022;4;6;Vivienne;28.7;34.44;20.09
2022;12;51;Maison-Blanche;27.6;33.12;19.32
2022;1;23;Notre-Dame-des-Champs;28.9;34.68;20.23
2022;2;30;Faubourg-du-Roule;35.9;43.08;25.13
2022;13;78;Saint-Fargeau;18.4;22.08;12.88
2022;1;23;Notre-Dame-des-Champs;34.4;41.28;24.08
2022;5;53;Montparnasse;21.8;26.16;15.26
2022;11;71;Goutte-d'Or;21.9;26.28;15.33
2022;2;13;Saint-Merri;32.6;39.12;22.82
2022;10;18;Jardin-des-Plantes;22.4;26.88;15.68
2022;6;65;Ternes;28.5;34.2;19.95
2022;2;21;Monnaie;26.2;31.44;18.34
2022;11;71;Goutte-d'Or;28.8;34.56;20.16
